"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","102","Verify status code returned is expected","","Tue Apr 08 01:15:26 GMT 2025","passed","Tue Apr 08 01:15:26 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","90","Verify status code returned is expected","","Tue Apr 08 01:15:26 GMT 2025","passed","Tue Apr 08 01:15:26 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","76","Verify amount of returned items is expected","","Tue Apr 08 01:15:26 GMT 2025","passed","Tue Apr 08 01:15:26 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1260","Verify status code returned is expected","","Tue Apr 08 01:15:24 GMT 2025","passed","Tue Apr 08 01:15:25 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","112","Verify amount of returned items is expected","","Tue Apr 08 01:15:26 GMT 2025","passed","Tue Apr 08 01:15:26 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","106","Verify amount of returned items is expected","","Tue Apr 08 01:15:26 GMT 2025","passed","Tue Apr 08 01:15:26 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
