"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 19 01:07:05 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","101","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Thu Sep 19 01:07:05 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","49","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Thu Sep 19 01:07:05 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","91","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Thu Sep 19 01:07:05 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","99","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Thu Sep 19 01:07:04 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","1309","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Thu Sep 19 01:07:05 GMT 2024","Thu Sep 19 01:07:05 GMT 2024","72","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
