"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify amount of returned items is expected","","Thu Jun 18 03:40:06 UTC 2026","passed","Thu Jun 18 03:40:06 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","113","Verify status code returned is expected","","Thu Jun 18 03:40:05 UTC 2026","passed","Thu Jun 18 03:40:06 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","76","Verify status code returned is expected","","Thu Jun 18 03:40:06 UTC 2026","passed","Thu Jun 18 03:40:06 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify amount of returned items is expected","","Thu Jun 18 03:40:06 UTC 2026","passed","Thu Jun 18 03:40:06 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1247","Verify status code returned is expected","","Thu Jun 18 03:40:04 UTC 2026","passed","Thu Jun 18 03:40:05 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","87","Verify amount of returned items is expected","","Thu Jun 18 03:40:05 UTC 2026","passed","Thu Jun 18 03:40:05 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
