"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 01:09:10 GMT 2024","Fri Oct 04 01:09:10 GMT 2024","84","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Fri Oct 04 01:09:11 GMT 2024","Fri Oct 04 01:09:11 GMT 2024","100","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Fri Oct 04 01:09:10 GMT 2024","Fri Oct 04 01:09:11 GMT 2024","115","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Fri Oct 04 01:09:11 GMT 2024","Fri Oct 04 01:09:11 GMT 2024","64","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Fri Oct 04 01:09:11 GMT 2024","Fri Oct 04 01:09:11 GMT 2024","70","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Fri Oct 04 01:09:09 GMT 2024","Fri Oct 04 01:09:10 GMT 2024","1303","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
