"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","80","Verify amount of returned items is expected","","Wed Mar 25 02:00:17 UTC 2026","passed","Wed Mar 25 02:00:17 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","118","Verify status code returned is expected","","Wed Mar 25 02:00:17 UTC 2026","passed","Wed Mar 25 02:00:17 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1427","Verify status code returned is expected","","Wed Mar 25 02:00:15 UTC 2026","passed","Wed Mar 25 02:00:16 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","85","Verify status code returned is expected","","Wed Mar 25 02:00:17 UTC 2026","passed","Wed Mar 25 02:00:17 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","125","Verify amount of returned items is expected","","Wed Mar 25 02:00:16 UTC 2026","passed","Wed Mar 25 02:00:17 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","114","Verify amount of returned items is expected","","Wed Mar 25 02:00:17 UTC 2026","passed","Wed Mar 25 02:00:17 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
