"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","79","Verify amount of returned items is expected","","Wed Jun 17 03:53:07 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","84","Verify amount of returned items is expected","","Wed Jun 17 03:53:07 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","62","Verify status code returned is expected","","Wed Jun 17 03:53:07 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1213","Verify status code returned is expected","","Wed Jun 17 03:53:06 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","86","Verify status code returned is expected","","Wed Jun 17 03:53:07 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","57","Verify amount of returned items is expected","","Wed Jun 17 03:53:07 UTC 2026","passed","Wed Jun 17 03:53:07 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
