"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1128","Verify status code returned is expected","","Sun Jun 14 03:45:59 UTC 2026","passed","Sun Jun 14 03:46:00 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","112","Verify status code returned is expected","","Sun Jun 14 03:46:01 UTC 2026","passed","Sun Jun 14 03:46:01 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","118","Verify amount of returned items is expected","","Sun Jun 14 03:46:00 UTC 2026","passed","Sun Jun 14 03:46:01 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify amount of returned items is expected","","Sun Jun 14 03:46:01 UTC 2026","passed","Sun Jun 14 03:46:01 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","102","Verify status code returned is expected","","Sun Jun 14 03:46:01 UTC 2026","passed","Sun Jun 14 03:46:01 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","98","Verify amount of returned items is expected","","Sun Jun 14 03:46:01 UTC 2026","passed","Sun Jun 14 03:46:01 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
