"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","69","Verify amount of returned items is expected","","Fri May 01 02:50:07 UTC 2026","passed","Fri May 01 02:50:07 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","64","Verify amount of returned items is expected","","Fri May 01 02:50:08 UTC 2026","passed","Fri May 01 02:50:08 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","962","Verify status code returned is expected","","Fri May 01 02:50:06 UTC 2026","passed","Fri May 01 02:50:07 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","89","Verify status code returned is expected","","Fri May 01 02:50:07 UTC 2026","passed","Fri May 01 02:50:08 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","42","Verify amount of returned items is expected","","Fri May 01 02:50:08 UTC 2026","passed","Fri May 01 02:50:08 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","62","Verify status code returned is expected","","Fri May 01 02:50:08 UTC 2026","passed","Fri May 01 02:50:08 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
