"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 09 01:08:36 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","102","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Wed Oct 09 01:08:36 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","87","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Wed Oct 09 01:08:36 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","96","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Wed Oct 09 01:08:36 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","118","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Oct 09 01:08:36 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","109","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Oct 09 01:08:35 GMT 2024","Wed Oct 09 01:08:36 GMT 2024","1298","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
